Store,Department,Date,Product_Category,Customer_Type,Supplier_ID,Weekly_Sales,Units_Sold,Unit_Price,Inventory_Level,Temperature,Fuel_Price,CPI,Unemployment
11,Dept-04,2010-04-06,Electronics,Regular,SPLR-009,1396322.19,41,34056.64,1654303.64,79.66,2.705,214.4958382,7.343
11,Dept-04,2010-11-06,Clothing,Premium,SPLR-009,1339570.85,27,49613.74,1515279.63,82.81,2.668,214.787913,7.343
11,Dept-01,2010-06-18,Electronics,Regular,SPLR-006,1336522.92,12,111376.91,1493813.11,84.13,2.637,214.7858259,7.343
11,Dept-03,2010-06-25,Home Essentials,Premium,SPLR-005,1262025.08,6,210337.51,1477431.04,84.5,2.653,214.6660741,7.343
11,Dept-05,2010-02-07,Grocery,New,SPLR-009,1302600.14,1,1302600.14,1517161.82,83.09,2.669,214.5463222,7.346
11,Dept-06,2010-09-07,Home Essentials,Regular,SPLR-009,1280156.47,17,75303.32,1528805.49,83.01,2.642,214.4265704,7.346
11,Dept-04,2010-07-16,Electronics,Regular,SPLR-004,1290609.54,32,40331.55,1492948.46,84.9,2.623,214.4176476,7.346
11,Dept-06,2010-07-23,Grocery,Premium,SPLR-009,1244390.03,40,31109.75,1459884.77,84.57,2.608,214.5564968,7.346
11,Dept-07,2010-07-30,Pharmacy,New,SPLR-004,1250178.89,12,104181.57,1492871.33,83.26,2.64,214.695346,7.346
11,Dept-04,2010-06-08,Electronics,Regular,SPLR-004,1369634.92,6,228272.49,1530705.16,86.54,2.627,214.8341952,7.346
11,Dept-09,2010-08-13,Electronics,New,SPLR-004,1384339.1,19,72859.95,1595512.46,87.73,2.692,214.9730444,7.346
11,Dept-05,2010-08-20,Clothing,Regular,SPLR-005,1430192.37,24,59591.35,1651706.33,88.93,2.664,214.9314191,7.346
11,Dept-01,2010-08-27,Home Essentials,New,SPLR-007,1311263.07,45,29139.18,1455726.32,87.7,2.619,214.8897938,7.346
11,Dept-10,2010-03-09,Grocery,New,SPLR-005,1303914.27,25,52156.57,1500741.28,84.94,2.577,214.8481685,7.346
11,Dept-08,2010-10-09,Electronics,New,SPLR-007,1231428.46,39,31575.09,1368115.93,81.93,2.565,214.8065431,7.346
11,Dept-08,2010-09-17,Home Essentials,Premium,SPLR-006,1215676.31,22,55258.01,1345506.8,83.04,2.582,214.8322484,7.346
11,Dept-06,2010-09-24,Home Essentials,Regular,SPLR-004,1170103.25,15,78006.88,1307810.29,77.36,2.624,214.9084516,7.346
11,Dept-08,2010-01-10,Pharmacy,Regular,SPLR-004,1182490.46,12,98540.87,1311623.08,75.11,2.603,214.9846548,7.564
11,Dept-07,2010-08-10,Pharmacy,New,SPLR-005,1293472.8,8,161684.1,1449223.72,68.71,2.633,215.060858,7.564
11,Dept-10,2010-10-15,Pharmacy,Premium,SPLR-002,1175003.67,15,78333.58,1393871.38,71.46,2.72,215.1293114,7.564
11,Dept-02,2010-10-22,Electronics,Regular,SPLR-003,1169831.38,38,30785.04,1369307.19,72.6,2.725,215.17839,7.564
11,Dept-10,2010-10-29,Electronics,Regular,SPLR-008,1195036.0,25,47801.44,1360950.03,74.21,2.716,215.2274686,7.564
11,Dept-05,2010-05-11,Electronics,New,SPLR-004,1332759.13,3,444253.04,1546356.18,64.41,2.689,215.2765472,7.564
11,Dept-05,2010-12-11,Clothing,Premium,SPLR-009,1281675.6,37,34639.88,1498292.42,63.74,2.728,215.3256258,7.564
11,Dept-04,2010-11-19,Pharmacy,Regular,SPLR-007,1292346.57,24,53847.77,1463318.97,58.63,2.771,215.2074519,7.564
11,Dept-05,2010-11-26,Clothing,New,SPLR-008,1757242.51,18,97624.58,1983329.09,69.9,2.735,215.0614025,7.564
11,Dept-05,2010-03-12,Grocery,New,SPLR-001,1380522.64,17,81207.21,1637207.27,55.9,2.708,214.9153531,7.564
11,Dept-02,2010-10-12,Grocery,Regular,SPLR-003,1564516.43,5,312903.29,1732727.44,53.33,2.843,214.7693037,7.564
11,Dept-06,2010-12-17,Grocery,Regular,SPLR-007,1843971.15,40,46099.28,2194682.99,54.63,2.869,214.704919,7.564
11,Dept-04,2010-12-24,Home Essentials,Regular,SPLR-003,2306265.36,43,53634.08,2717864.68,59.33,2.886,214.7017828,7.564
11,Dept-06,2010-12-31,Electronics,New,SPLR-009,1172003.1,20,58600.16,1318133.56,55.03,2.943,214.6986466,7.564
11,Dept-09,2011-07-01,Clothing,Regular,SPLR-004,1178905.44,13,90685.03,1349561.17,54.43,2.976,214.6955104,7.551
11,Dept-01,2011-01-14,Home Essentials,New,SPLR-008,1194449.78,14,85317.84,1352555.59,45.34,2.983,214.7470729,7.551
11,Dept-05,2011-01-21,Home Essentials,Regular,SPLR-005,1187776.19,12,98981.35,1378911.96,51.51,3.016,215.1268275,7.551
11,Dept-08,2011-01-28,Clothing,New,SPLR-005,1100418.69,6,183403.12,1291611.0,51.04,3.01,215.5065821,7.551
11,Dept-01,2011-04-02,Clothing,New,SPLR-006,1422546.05,20,71127.3,1671147.03,47.17,2.989,215.8863367,7.551
11,Dept-02,2011-11-02,Home Essentials,Regular,SPLR-010,1419236.9,2,709618.45,1674894.57,44.61,3.022,216.2660913,7.551
11,Dept-04,2011-02-18,Grocery,Regular,SPLR-001,1554747.15,41,37920.66,1822169.25,61.5,3.045,216.5843571,7.551
11,Dept-04,2011-02-25,Home Essentials,Regular,SPLR-004,1323999.36,17,77882.32,1469528.96,68.74,3.065,216.8780275,7.551
11,Dept-10,2011-04-03,Clothing,New,SPLR-006,1399456.99,7,199922.43,1611610.81,66.5,3.288,217.1716979,7.551
11,Dept-02,2011-11-03,Clothing,Regular,SPLR-005,1314557.31,20,65727.87,1451170.09,63.29,3.459,217.4653683,7.551
11,Dept-03,2011-03-18,Pharmacy,New,SPLR-006,1391813.69,37,37616.59,1589310.13,70.17,3.488,217.7235226,7.551
11,Dept-07,2011-03-25,Home Essentials,Premium,SPLR-002,1229777.24,7,175682.46,1423912.02,73.74,3.473,217.9674705,7.551
11,Dept-01,2011-01-04,Clothing,Premium,SPLR-009,1258674.12,7,179810.59,1483769.2,69.1,3.524,218.2114184,7.574
11,Dept-04,2011-08-04,Electronics,New,SPLR-007,1327401.06,42,31604.79,1517734.88,73.57,3.622,218.4553663,7.574
11,Dept-09,2011-04-15,Grocery,Regular,SPLR-007,1312905.8,11,119355.07,1575235.66,76.64,3.743,218.6788642,7.574
11,Dept-10,2011-04-22,Pharmacy,Regular,SPLR-008,1388118.53,35,39660.53,1537602.47,78.31,3.807,218.851237,7.574
11,Dept-09,2011-04-29,Pharmacy,Regular,SPLR-008,1357589.89,33,41139.09,1589790.97,79.97,3.81,219.0236099,7.574
11,Dept-04,2011-06-05,Pharmacy,Regular,SPLR-003,1331453.41,3,443817.8,1541219.4,71.39,3.906,219.1959827,7.574
11,Dept-07,2011-05-13,Grocery,Premium,SPLR-004,1277959.42,36,35498.87,1456011.26,80.93,3.899,219.3683556,7.574
11,Dept-07,2011-05-20,Pharmacy,Regular,SPLR-009,1239466.97,34,36454.91,1407829.3,76.97,3.907,219.127216,7.574
11,Dept-05,2011-05-27,Home Essentials,New,SPLR-007,1216876.52,7,173839.5,1404837.45,85.61,3.786,218.8860765,7.574
11,Dept-10,2011-03-06,Clothing,Regular,SPLR-007,1343637.0,42,31991.36,1507428.12,86.14,3.699,218.6449369,7.574
11,Dept-04,2011-10-06,Pharmacy,Premium,SPLR-006,1314626.75,45,29213.93,1481070.89,85.79,3.648,218.4037974,7.574
11,Dept-07,2011-06-17,Clothing,Regular,SPLR-002,1337506.74,18,74305.93,1595905.24,87.9,3.637,218.3551748,7.574
11,Dept-05,2011-06-24,Clothing,New,SPLR-004,1254587.84,20,62729.39,1490911.7,86.13,3.594,218.45094,7.574
11,Dept-08,2011-01-07,Pharmacy,Regular,SPLR-002,1297472.06,31,41853.94,1512450.24,86.43,3.524,218.5467052,7.567
11,Dept-01,2011-08-07,Clothing,Premium,SPLR-007,1334627.96,36,37073.0,1491349.37,87.17,3.48,218.6424704,7.567
11,Dept-10,2011-07-15,Grocery,New,SPLR-001,1266546.73,30,42218.22,1484701.39,88.3,3.575,218.7275216,7.567
11,Dept-02,2011-07-22,Home Essentials,New,SPLR-006,1290576.44,12,107548.04,1472690.95,87.8,3.651,218.7857881,7.567
11,Dept-01,2011-07-29,Pharmacy,New,SPLR-003,1212938.67,32,37904.33,1345696.63,89.46,3.682,218.8440545,7.567
11,Dept-04,2011-05-08,Grocery,New,SPLR-004,1403198.94,39,35979.46,1646048.83,90.04,3.684,218.9023209,7.567
11,Dept-09,2011-12-08,Home Essentials,Regular,SPLR-005,1354188.43,1,1354188.43,1523653.8,90.3,3.638,218.9605873,7.567
11,Dept-08,2011-08-19,Clothing,Regular,SPLR-008,1484169.74,5,296833.95,1739249.75,89.51,3.554,219.023271,7.567
11,Dept-10,2011-08-26,Clothing,Premium,SPLR-004,1304706.75,26,50181.03,1541452.04,89.09,3.523,219.0866908,7.567
11,Dept-07,2011-02-09,Home Essentials,Regular,SPLR-006,1297792.41,25,51911.7,1480220.76,91.44,3.533,219.1501106,7.567
11,Dept-10,2011-09-09,Grocery,Regular,SPLR-005,1249439.95,38,32880.0,1428939.9,84.91,3.546,219.2135305,7.567
11,Dept-01,2011-09-16,Grocery,Regular,SPLR-003,1270816.01,6,211802.67,1500873.57,85.11,3.526,219.3972867,7.567
11,Dept-03,2011-09-23,Electronics,Regular,SPLR-008,1235775.15,17,72692.66,1478495.11,82.14,3.467,219.7414914,7.567
11,Dept-07,2011-09-30,Pharmacy,Premium,SPLR-008,1190515.83,47,25330.12,1396927.63,84.4,3.355,220.085696,7.567
11,Dept-07,2011-07-10,Home Essentials,Regular,SPLR-008,1346271.06,41,32835.88,1532440.72,76.97,3.285,220.4299007,7.197
11,Dept-01,2011-10-14,Grocery,Regular,SPLR-008,1286388.96,24,53599.54,1466928.97,75.56,3.274,220.7486167,7.197
11,Dept-05,2011-10-21,Home Essentials,Premium,SPLR-001,1325107.53,2,662553.76,1508454.28,70.91,3.353,220.9144005,7.197
11,Dept-08,2011-10-28,Electronics,Regular,SPLR-007,1310684.1,10,131068.41,1535700.72,72.66,3.372,221.0801842,7.197
11,Dept-03,2011-04-11,Electronics,New,SPLR-008,1458287.38,12,121523.95,1633911.34,61.13,3.332,221.245968,7.197
11,Dept-08,2011-11-11,Home Essentials,Regular,SPLR-003,1366053.69,40,34151.34,1520965.44,64.2,3.297,221.4117517,7.197
11,Dept-10,2011-11-18,Home Essentials,New,SPLR-002,1315091.63,36,36530.32,1532363.34,66.17,3.308,221.6432852,7.197
11,Dept-03,2011-11-25,Clothing,Regular,SPLR-008,1848953.48,44,42021.67,2197832.19,70.03,3.236,221.9011185,7.197
11,Dept-06,2011-02-12,Home Essentials,Regular,SPLR-001,1399322.44,42,33317.2,1553880.99,56.89,3.172,222.1589519,7.197
11,Dept-03,2011-09-12,Home Essentials,Regular,SPLR-010,1646655.94,28,58809.14,1838127.98,50.63,3.158,222.4167852,7.197
11,Dept-06,2011-12-16,Home Essentials,Regular,SPLR-005,1783910.06,24,74329.59,2004521.59,59.69,3.159,222.6426418,7.197
11,Dept-06,2011-12-23,Electronics,Regular,SPLR-009,2213518.5,25,88540.74,2553052.96,54.29,3.112,222.8258628,7.197
11,Dept-07,2011-12-30,Home Essentials,New,SPLR-005,1352084.21,5,270416.84,1586924.95,48.86,3.129,223.0090839,7.197
11,Dept-02,2012-06-01,Home Essentials,Premium,SPLR-003,1283885.55,22,58358.43,1444195.02,54.44,3.157,223.1923049,6.833
11,Dept-09,2012-01-13,Clothing,Regular,SPLR-001,1264736.59,47,26909.29,1505534.22,53.1,3.261,223.3755259,6.833
11,Dept-02,2012-01-20,Grocery,Premium,SPLR-002,1207303.29,28,43117.97,1426273.45,56.43,3.268,223.4700552,6.833
11,Dept-10,2012-01-27,Pharmacy,New,SPLR-008,1162675.85,18,64593.1,1314290.73,58.36,3.29,223.5645845,6.833
11,Dept-05,2012-03-02,Pharmacy,Regular,SPLR-010,1376732.18,30,45891.07,1647086.18,60.24,3.36,223.6591137,6.833
11,Dept-04,2012-10-02,Clothing,New,SPLR-003,1574287.76,32,49196.49,1736326.19,52.23,3.409,223.753643,6.833
11,Dept-04,2012-02-17,Clothing,Regular,SPLR-005,1569607.94,48,32700.17,1803386.67,52.77,3.51,223.9170153,6.833
11,Dept-01,2012-02-24,Grocery,Premium,SPLR-007,1379473.03,9,153274.78,1543117.64,61.11,3.555,224.1320199,6.833
11,Dept-10,2012-02-03,Home Essentials,Premium,SPLR-003,1438383.44,12,119865.29,1664486.38,62.61,3.63,224.3470245,6.833
11,Dept-06,2012-09-03,Electronics,New,SPLR-009,1413382.76,6,235563.79,1681348.23,61.44,3.669,224.5620291,6.833
11,Dept-08,2012-03-16,Electronics,Premium,SPLR-010,1441884.28,49,29426.21,1599838.82,64.21,3.734,224.7166953,6.833
11,Dept-07,2012-03-23,Electronics,Regular,SPLR-004,1300593.61,7,185799.09,1535825.79,67.16,3.787,224.7909104,6.833
11,Dept-02,2012-03-30,Pharmacy,Regular,SPLR-005,1300104.03,16,81256.5,1477328.86,70.23,3.845,224.8651254,6.833
11,Dept-04,2012-06-04,Pharmacy,New,SPLR-006,1596325.01,12,133027.08,1871440.08,74.19,3.891,224.9393405,6.664
11,Dept-01,2012-04-13,Clothing,Regular,SPLR-001,1472752.01,3,490917.34,1680846.92,72.74,3.891,225.0135556,6.664
11,Dept-06,2012-04-20,Home Essentials,Regular,SPLR-005,1315356.99,8,164419.62,1536387.39,71.97,3.877,225.0689541,6.664
11,Dept-04,2012-04-27,Home Essentials,Regular,SPLR-002,1236238.29,17,72719.9,1408361.29,73.4,3.814,225.1243526,6.664
11,Dept-03,2012-04-05,Pharmacy,Regular,SPLR-010,1370251.22,10,137025.12,1591555.04,79.07,3.749,225.1797511,6.664
11,Dept-06,2012-11-05,Clothing,Premium,SPLR-009,1300147.07,7,185735.3,1528838.97,75.13,3.688,225.2351496,6.664
11,Dept-06,2012-05-18,Grocery,New,SPLR-003,1352442.31,13,104034.02,1555506.65,72.53,3.63,225.2512024,6.664
11,Dept-07,2012-05-25,Home Essentials,New,SPLR-008,1297335.87,15,86489.06,1512106.29,78.44,3.561,225.2515168,6.664
11,Dept-07,2012-01-06,Pharmacy,Regular,SPLR-007,1361595.33,29,46951.56,1547909.59,81.67,3.501,225.2518313,6.664
11,Dept-08,2012-08-06,Electronics,Regular,SPLR-008,1414343.53,8,176792.94,1625756.06,82.1,3.452,225.2521458,6.664
11,Dept-01,2012-06-15,Clothing,Regular,SPLR-008,1417875.42,41,34582.33,1698853.01,84.97,3.393,225.2644795,6.664
11,Dept-01,2012-06-22,Grocery,New,SPLR-004,1355680.3,36,37657.79,1591334.82,83.26,3.346,225.3068615,6.664
11,Dept-10,2012-06-29,Pharmacy,Regular,SPLR-008,1297028.6,13,99771.43,1536094.99,87.86,3.286,225.3492435,6.664
11,Dept-10,2012-06-07,Home Essentials,Premium,SPLR-008,1461129.94,28,52183.21,1715017.17,83.44,3.227,225.3916254,6.334
11,Dept-01,2012-07-13,Home Essentials,Regular,SPLR-007,1320239.51,7,188605.64,1543065.6,82.46,3.256,225.4340074,6.334
11,Dept-04,2012-07-20,Pharmacy,Regular,SPLR-009,1344483.81,41,32792.29,1552004.16,82.41,3.311,225.4438827,6.334
11,Dept-08,2012-07-27,Electronics,New,SPLR-007,1272395.02,41,31034.02,1456605.77,85.43,3.407,225.4537579,6.334
11,Dept-04,2012-03-08,Pharmacy,Regular,SPLR-001,1399341.07,11,127212.82,1608566.74,86.94,3.417,225.4636332,6.334
11,Dept-01,2012-10-08,Grocery,Regular,SPLR-005,1388973.65,27,51443.47,1581008.84,86.21,3.494,225.4735085,6.334
11,Dept-02,2012-08-17,Home Essentials,New,SPLR-010,1421307.2,21,67681.3,1612075.49,87.73,3.571,225.5558664,6.334
11,Dept-07,2012-08-24,Clothing,Regular,SPLR-009,1409515.73,23,61283.29,1659466.95,83.17,3.62,225.6925864,6.334
11,Dept-07,2012-08-31,Electronics,Regular,SPLR-006,1372872.35,29,47340.43,1607347.48,86.49,3.638,225.8293063,6.334
11,Dept-04,2012-07-09,Electronics,New,SPLR-007,1304584.4,14,93184.6,1561045.93,85.17,3.73,225.9660263,6.334
11,Dept-09,2012-09-14,Clothing,Regular,SPLR-008,1267675.05,5,253535.01,1463737.41,79.61,3.717,226.1122067,6.334
11,Dept-04,2012-09-21,Grocery,Regular,SPLR-002,1326132.98,14,94723.78,1523054.55,73.64,3.721,226.3151496,6.334
11,Dept-02,2012-09-28,Home Essentials,Regular,SPLR-001,1227430.73,25,49097.23,1371286.98,77.67,3.666,226.5180926,6.334
11,Dept-05,2012-05-10,Pharmacy,Regular,SPLR-006,1422794.26,27,52696.08,1671648.32,73.37,3.617,226.7210356,6.034
11,Dept-03,2012-12-10,Home Essentials,Regular,SPLR-002,1311965.09,34,38587.21,1446715.64,69.94,3.601,226.9239785,6.034
11,Dept-05,2012-10-19,Pharmacy,Premium,SPLR-001,1232073.18,48,25668.19,1384522.7,73.77,3.594,226.9688442,6.034
11,Dept-07,2012-10-26,Home Essentials,Regular,SPLR-006,1200729.45,35,34306.56,1361681.79,74.26,3.506,226.9873637,6.034
12,Dept-10,2010-05-02,Electronics,Premium,SPLR-003,1100046.37,23,47828.1,1304392.81,49.47,2.962,126.4420645,13.975
12,Dept-06,2010-12-02,Electronics,New,SPLR-007,1117863.33,46,24301.38,1273075.32,47.87,2.946,126.4962581,13.975
12,Dept-03,2010-02-19,Home Essentials,Regular,SPLR-003,1095421.65,9,121713.52,1213045.39,54.83,2.915,126.5262857,13.975
12,Dept-06,2010-02-26,Grocery,Regular,SPLR-010,1048617.17,1,1048617.17,1188601.95,50.23,2.825,126.5522857,13.975
12,Dept-07,2010-05-03,Pharmacy,Regular,SPLR-010,1077018.27,40,26925.46,1277994.04,53.77,2.987,126.5782857,13.975
12,Dept-03,2010-12-03,Home Essentials,Regular,SPLR-001,985594.23,28,35199.79,1141841.42,50.11,2.925,126.6042857,13.975
12,Dept-02,2010-03-19,Clothing,Regular,SPLR-002,972088.34,24,40503.68,1147195.35,59.57,3.054,126.6066452,13.975
12,Dept-05,2010-03-26,Clothing,Regular,SPLR-004,981615.81,17,57742.11,1164183.66,60.06,3.083,126.6050645,13.975
12,Dept-03,2010-02-04,Clothing,Premium,SPLR-007,1011822.3,2,505911.15,1148276.94,59.84,3.086,126.6034839,14.099
12,Dept-07,2010-09-04,Home Essentials,New,SPLR-005,1041238.87,23,45271.26,1213120.09,59.25,3.09,126.6019032,14.099
12,Dept-06,2010-04-16,Home Essentials,Premium,SPLR-005,957997.52,40,23949.94,1068435.63,64.95,3.109,126.5621,14.099
12,Dept-10,2010-04-23,Grocery,Regular,SPLR-001,993833.44,45,22085.19,1125663.22,64.55,3.05,126.4713333,14.099
12,Dept-09,2010-04-30,Clothing,Regular,SPLR-002,954220.22,37,25789.74,1139076.8,67.38,3.105,126.3805667,14.099
12,Dept-02,2010-07-05,Electronics,Premium,SPLR-004,1043240.27,31,33652.91,1223298.73,70.15,3.127,126.2898,14.099
12,Dept-06,2010-05-14,Home Essentials,Regular,SPLR-006,966054.97,37,26109.59,1126992.35,68.44,3.145,126.2085484,14.099
12,Dept-07,2010-05-21,Home Essentials,Premium,SPLR-004,958374.56,38,25220.38,1135587.67,76.2,3.12,126.1843871,14.099
12,Dept-10,2010-05-28,Clothing,Regular,SPLR-007,955451.16,14,68246.51,1114322.99,67.84,3.058,126.1602258,14.099
12,Dept-09,2010-04-06,Clothing,New,SPLR-002,1049357.36,21,49969.4,1233153.65,81.39,2.941,126.1360645,14.099
12,Dept-08,2010-11-06,Electronics,Regular,SPLR-004,1016039.71,11,92367.25,1206513.93,90.84,2.949,126.1119032,14.099
12,Dept-08,2010-06-18,Clothing,Regular,SPLR-003,956211.2,31,30845.52,1058740.91,81.06,3.043,126.114,14.099
12,Dept-03,2010-06-25,Pharmacy,Premium,SPLR-009,958007.69,28,34214.56,1085574.12,87.27,3.084,126.1266,14.099
12,Dept-05,2010-02-07,Electronics,Regular,SPLR-006,951957.31,46,20694.72,1105580.03,91.98,3.105,126.1392,14.18
12,Dept-04,2010-09-07,Home Essentials,New,SPLR-006,943506.28,8,117938.28,1130144.22,90.37,3.1,126.1518,14.18
12,Dept-08,2010-07-16,Home Essentials,Premium,SPLR-009,916402.76,32,28637.59,1096389.64,97.18,3.094,126.1498065,14.18
12,Dept-04,2010-07-23,Grocery,Regular,SPLR-003,912403.67,5,182480.73,1040434.92,99.22,3.112,126.1283548,14.18
12,Dept-06,2010-07-30,Grocery,Premium,SPLR-005,913548.25,40,22838.71,1024846.29,96.31,3.017,126.1069032,14.18
12,Dept-05,2010-06-08,Home Essentials,Regular,SPLR-002,967576.95,19,50925.1,1071270.91,92.95,3.123,126.0854516,14.18
12,Dept-04,2010-08-13,Clothing,Regular,SPLR-002,928264.4,37,25088.23,1044450.76,87.01,3.159,126.064,14.18
12,Dept-05,2010-08-20,Clothing,New,SPLR-010,948447.34,7,135492.48,1104730.07,92.81,3.041,126.0766452,14.18
12,Dept-06,2010-08-27,Clothing,Premium,SPLR-009,1004516.46,48,20927.43,1137247.93,93.19,3.129,126.0892903,14.18
12,Dept-04,2010-03-09,Clothing,Regular,SPLR-005,1075758.55,41,26238.01,1209738.63,83.12,3.087,126.1019355,14.18
12,Dept-04,2010-10-09,Clothing,Premium,SPLR-006,903119.03,33,27367.24,1038180.11,83.63,3.044,126.1145806,14.18
12,Dept-05,2010-09-17,Electronics,Regular,SPLR-009,852882.61,16,53305.16,965711.78,82.45,3.028,126.1454667,14.18
12,Dept-02,2010-09-24,Home Essentials,Regular,SPLR-007,851919.34,44,19361.8,950781.28,81.77,2.939,126.1900333,14.18
12,Dept-02,2010-01-10,Clothing,Premium,SPLR-001,850936.26,5,170187.25,978644.68,85.2,3.001,126.2346,14.313
12,Dept-06,2010-08-10,Electronics,Regular,SPLR-006,918335.68,18,51018.65,1064340.86,71.82,3.013,126.2791667,14.313
12,Dept-07,2010-10-15,Pharmacy,New,SPLR-005,862419.84,14,61601.42,1007533.38,75.0,2.976,126.3266774,14.313
12,Dept-01,2010-10-22,Home Essentials,Regular,SPLR-006,857883.46,5,171576.69,1017551.52,68.85,3.014,126.3815484,14.313
12,Dept-08,2010-10-29,Grocery,Regular,SPLR-003,955294.7,33,28948.32,1084255.99,61.09,3.016,126.4364194,14.313
12,Dept-01,2010-05-11,Pharmacy,Regular,SPLR-001,929690.71,6,154948.45,1061086.67,65.49,3.129,126.4912903,14.313
12,Dept-09,2010-12-11,Electronics,Regular,SPLR-007,942475.24,5,188495.05,1045326.2,57.79,3.13,126.5461613,14.313
12,Dept-04,2010-11-19,Grocery,Regular,SPLR-010,894493.7,14,63892.41,1067632.92,58.18,3.161,126.6072,14.313
12,Dept-03,2010-11-26,Pharmacy,Premium,SPLR-008,1601377.41,39,41060.96,1909787.59,47.66,3.162,126.6692667,14.313
12,Dept-05,2010-03-12,Clothing,Regular,SPLR-005,1069533.17,31,34501.07,1245824.42,43.33,3.041,126.7313333,14.313
12,Dept-08,2010-10-12,Home Essentials,Premium,SPLR-010,1121934.15,43,26091.49,1279966.84,50.01,3.203,126.7934,14.313
12,Dept-03,2010-12-17,Grocery,Premium,SPLR-008,1295605.35,37,35016.36,1512932.6,52.77,3.236,126.8794839,14.313
12,Dept-10,2010-12-24,Electronics,Premium,SPLR-009,1768249.89,35,50521.43,2063741.03,52.02,3.236,126.9835806,14.313
12,Dept-09,2010-12-31,Home Essentials,Regular,SPLR-010,891736.91,7,127390.99,1017014.67,45.64,3.148,127.0876774,14.313
12,Dept-01,2011-07-01,Electronics,Regular,SPLR-004,910110.24,9,101123.36,1019890.72,37.64,3.287,127.1917742,14.021
12,Dept-09,2011-01-14,Pharmacy,Regular,SPLR-010,812011.8,49,16571.67,974123.03,43.15,3.312,127.3009355,14.021
12,Dept-09,2011-01-21,Pharmacy,Regular,SPLR-002,802105.5,42,19097.75,910697.05,53.53,3.223,127.4404839,14.021
12,Dept-06,2011-01-28,Electronics,Regular,SPLR-003,873119.06,21,41577.1,1021619.93,50.74,3.342,127.5800323,14.021
12,Dept-10,2011-04-02,Grocery,Premium,SPLR-008,1046068.17,35,29887.66,1229515.56,45.14,3.348,127.7195806,14.021
12,Dept-01,2011-11-02,Pharmacy,Premium,SPLR-008,1086421.57,27,40237.84,1249176.33,51.3,3.381,127.859129,14.021
12,Dept-10,2011-02-18,Electronics,Regular,SPLR-004,1128485.1,1,1128485.1,1242528.02,53.35,3.43,127.99525,14.021
12,Dept-02,2011-02-25,Electronics,New,SPLR-005,1046203.72,25,41848.15,1198264.48,48.45,3.53,128.13,14.021
12,Dept-04,2011-04-03,Electronics,Premium,SPLR-006,1085248.21,9,120583.13,1274025.37,51.72,3.674,128.26475,14.021
12,Dept-03,2011-11-03,Home Essentials,Regular,SPLR-004,997672.62,37,26964.12,1107630.88,57.75,3.818,128.3995,14.021
12,Dept-05,2011-03-18,Clothing,Regular,SPLR-003,1009502.01,6,168250.34,1185817.69,64.21,3.692,128.5121935,14.021
12,Dept-10,2011-03-25,Pharmacy,New,SPLR-009,954107.32,44,21684.26,1057929.81,54.4,3.909,128.6160645,14.021
12,Dept-02,2011-01-04,Clothing,New,SPLR-001,1005463.49,19,52919.13,1161018.78,63.63,3.772,128.7199355,13.736
12,Dept-05,2011-08-04,Grocery,Regular,SPLR-006,998362.05,24,41598.42,1101570.58,64.47,4.003,128.8238065,13.736
12,Dept-03,2011-04-15,Grocery,Premium,SPLR-010,990951.77,23,43084.86,1149527.06,57.63,3.868,128.9107333,13.736
12,Dept-05,2011-04-22,Grocery,Regular,SPLR-004,1016019.47,2,508009.74,1149181.02,72.12,4.134,128.9553,13.736
12,Dept-05,2011-04-29,Home Essentials,Regular,SPLR-004,994966.1,2,497483.05,1167103.93,68.27,4.151,128.9998667,13.736
12,Dept-05,2011-06-05,Electronics,Regular,SPLR-007,1021154.48,24,42548.1,1177244.07,68.4,4.193,129.0444333,13.736
12,Dept-06,2011-05-13,Electronics,New,SPLR-001,977033.5,34,28736.28,1149148.86,70.93,4.202,129.089,13.736
12,Dept-05,2011-05-20,Grocery,New,SPLR-001,924134.99,14,66009.64,1060060.21,66.59,4.169,129.0756774,13.736
12,Dept-07,2011-05-27,Grocery,New,SPLR-009,964332.51,39,24726.47,1110233.79,76.67,4.087,129.0623548,13.736
12,Dept-07,2011-03-06,Grocery,Regular,SPLR-008,970328.68,8,121291.08,1121260.01,71.81,4.031,129.0490323,13.736
12,Dept-01,2011-10-06,Clothing,Regular,SPLR-007,996937.95,2,498468.98,1163578.85,78.72,3.981,129.0357097,13.736
12,Dept-03,2011-06-17,Home Essentials,Regular,SPLR-004,986504.93,33,29894.09,1174188.67,86.84,3.935,129.0432,13.736
12,Dept-08,2011-06-24,Electronics,Premium,SPLR-010,997282.75,22,45331.03,1196143.8,88.95,3.898,129.0663,13.736
12,Dept-03,2011-01-07,Clothing,Regular,SPLR-007,961993.34,42,22904.6,1099433.82,89.85,3.842,129.0894,13.503
12,Dept-09,2011-08-07,Electronics,Regular,SPLR-005,943717.38,32,29491.17,1061130.38,89.9,3.705,129.1125,13.503
12,Dept-01,2011-07-15,Home Essentials,Regular,SPLR-005,936001.98,26,36000.08,1104475.56,88.1,3.692,129.1338387,13.503
12,Dept-03,2011-07-22,Grocery,New,SPLR-002,922231.92,14,65873.71,1057617.72,91.17,3.794,129.1507742,13.503
12,Dept-01,2011-07-29,Grocery,New,SPLR-006,890547.07,37,24068.84,1062339.65,93.29,3.805,129.1677097,13.503
